hour,length,angle
20,328.370648,1.444587608
21,315.3319951,1.445305237
22,311.023115,1.446022866
23,308.5739145,1.446740495
0,317.7719469,1.447458125
1,320.6119918,1.448175754
2,309.2799008,1.448893383
3,309.2949728,1.449611012
4,310.135237,1.450328642
5,311.4410205,1.451046271
6,313.0492717,1.4517639
7,309.7556965,1.452481529
8,312.0637683,1.453199158
9,318.2737761,1.453916788
10,321.3659345,1.454634417
11,320.2321088,1.455352046
12,328.6631818,1.456069675
13,327.1511859,1.456787304
14,313.2890536,1.457504934
15,308.1895784,1.458222563
16,306.8920159,1.458940192
17,307.2712138,1.459657821
18,307.6004001,1.460375451
19,307.4801666,1.46109308
20,306.9420276,1.461810709
21,314.0036036,1.462528338
22,331.3216777,1.463245967
23,313.0043983,1.463963597
0,323.739775,1.464681226
1,322.050683,1.465398855
2,309.9071017,1.466116484
3,308.9017305,1.466834113
4,309.8337969,1.467551743
5,316.805626,1.468269372
6,314.9387529,1.468987001
7,307.3801433,1.46970463
8,315.7475028,1.47042226
9,340.921516,1.471139889
10,320.7651097,1.471857518
11,321.1172465,1.472575147
12,319.0469013,1.473292776
13,310.8401957,1.474010406
14,306.7618486,1.474728035
15,307.6380801,1.475445664
16,307.0499294,1.476163293
17,306.8259047,1.476880922
18,307.29896,1.477598552
19,307.1201513,1.478316181
20,306.8056945,1.47903381
21,324.13473,1.479751439
22,347.9419865,1.480469069
23,309.6923256,1.481186698
0,308.2896017,1.481904327
1,308.701684,1.482621956
2,309.992738,1.483339585
3,307.9864489,1.484057215
4,314.1704232,1.484774844
5,311.5040489,1.485492473
6,310.8062837,1.486210102
7,324.2556486,1.486927731
8,329.397942,1.487645361
9,318.9999726,1.48836299
10,320.7181809,1.489080619
11,320.131743,1.489798248
12,320.0389132,1.490515878
13,311.8133675,1.491233507
14,307.0523273,1.491951136
15,307.2722415,1.492668765
16,307.6079361,1.493386394
17,306.8433745,1.494104024
18,307.4315251,1.494821653
19,307.3191702,1.495539282
20,306.8570763,1.496256911
21,333.3766083,1.49697454
22,326.9172273,1.49769217
23,310.492512,1.498409799
0,312.0367072,1.499127428
1,317.0779497,1.499845057
2,321.2100763,1.500562687
3,308.9003604,1.501280316
4,308.0833893,1.501997945
5,309.0000411,1.502715574
6,322.6223915,1.503433203
7,313.3568776,1.504150833
8,312.4844142,1.504868462
9,319.1654221,1.505586091
10,319.6521793,1.50630372
11,320.4294151,1.507021349
12,319.2887385,1.507738979
13,310.2660894,1.508456608
14,306.9591549,1.509174237
15,307.8795747,1.509891866
16,306.9759396,1.510609496
17,307.2718989,1.511327125
18,307.4996917,1.512044754
19,307.1420742,1.512762383
20,307.0995985,1.513480012
21,328.8368524,1.514197642
22,324.0275133,1.514915271
23,308.6246112,1.5156329
0,309.0240193,1.516350529
1,307.0262938,1.517068158
2,307.2790924,1.517785788
3,307.528123,1.518503417
4,307.5336037,1.519221046
5,307.5082553,1.519938675
6,312.1713276,1.520656305
7,317.6136909,1.521373934
8,320.2283408,1.522091563
9,319.0917748,1.522809192
10,321.1994574,1.523526821
11,320.0039735,1.524244451
12,319.1613115,1.52496208
13,307.268816,1.525679709
14,307.7206336,1.526397338
15,307.2023622,1.527114967
16,306.9882712,1.527832597
17,307.588411,1.528550226
18,307.2338764,1.529267855
19,307.1160407,1.529985484
20,307.2684735,1.530703114
21,316.10238,1.531420743
22,341.0355836,1.532138372
23,308.6294068,1.532856001
0,311.4862365,1.53357363
1,310.8114218,1.53429126
2,306.9050327,1.535008889
3,346.7132757,1.535726518
4,311.0803201,1.536444147
5,307.3380102,1.537161776
6,327.3717852,1.537879406
7,311.8428264,1.538597035
8,390.8036803,1.539314664
9,328.8851513,1.540032293
10,329.3856103,1.540749923
11,319.6593727,1.541467552
12,317.9387666,1.542185181
13,307.7035063,1.54290281
14,307.3431484,1.543620439
15,306.9882712,1.544338069
16,307.9556198,1.545055698
17,307.1204938,1.545773327
18,307.257512,1.546490956
19,307.3198553,1.547208585
20,308.5889865,1.547926215
21,336.6797747,1.548643844
22,315.3446693,1.549361473
23,308.442377,1.550079102
0,310.3705657,1.550796732
1,307.2814902,1.551514361
2,307.9501391,1.55223199
3,308.8181494,1.552949619
4,307.9107463,1.553667248
5,315.8632832,1.554384878
6,335.5582807,1.555102507
7,386.73835,1.555820136
8,315.5899319,1.556537765
9,319.0996533,1.557255394
10,312.4224134,1.557973024
11,329.7332941,1.558690653
12,330.9342587,1.559408282
13,329.9562912,1.560125911
14,328.363797,1.560843541
15,321.6985462,1.56156117
16,321.6451091,1.562278799
17,321.9081841,1.562996428
18,324.6440952,1.563714057
19,325.5867805,1.564431687
20,323.7897867,1.565149316
21,323.3181015,1.565866945
22,326.1677377,1.566584574
23,313.3644136,1.567302203
0,318.9235849,1.568019833
1,314.6352575,1.568737462
2,306.1233438,1.569455091
3,309.0329255,1.57017272
4,322.7768795,1.57089035
5,317.6006741,1.571607979
6,313.3366674,1.572325608
7,323.1348396,1.573043237
8,312.7947604,1.573760866
9,373.6215968,1.574478496
10,321.9109245,1.575196125
11,330.3344614,1.575913754
12,316.7419125,1.576631383
13,324.3378595,1.577349012
14,320.1502405,1.578066642
15,320.9082937,1.578784271
16,318.7670416,1.5795019
17,323.2489073,1.580219529
18,320.54177,1.580937159
19,314.2296836,1.581654788
20,318.977022,1.582372417
21,322.8268912,1.583090046
22,328.8704219,1.583807675
23,307.3171149,1.584525305
0,316.9618267,1.585242934
1,308.2005399,1.585960563
2,318.9527013,1.586678192
3,306.1689023,1.587395821
4,310.3602894,1.588113451
5,310.4808654,1.58883108
6,322.9508927,1.589548709
7,305.8027212,1.590266338
8,313.2102681,1.590983968
9,340.5662963,1.591701597
10,307.7490649,1.592419226
11,307.0245811,1.593136855
12,334.6131976,1.593854484
13,320.6791308,1.594572114
14,319.4473371,1.595289743
15,316.282559,1.596007372
16,308.4851952,1.596725001
17,319.8847677,1.59744263
18,318.4940329,1.59816026
19,314.3660167,1.598877889
20,316.0982695,1.599595518
21,319.0530672,1.600313147
22,319.1804941,1.601030777
23,317.1611882,1.601748406
0,305.8551306,1.602466035
1,317.2954661,1.603183664
2,322.6093748,1.603901293
3,321.6050313,1.604618923
4,319.6549196,1.605336552
5,324.4327446,1.606054181
6,344.5949742,1.60677181
7,309.0507378,1.607489439
8,312.3371196,1.608207069
9,315.0346656,1.608924698
10,319.4651494,1.609642327
11,325.8073798,1.610359956
12,330.0295959,1.611077586
13,324.736925,1.611795215
14,319.9032651,1.612512844
15,323.1560774,1.613230473
16,325.2360139,1.613948102
17,323.9096776,1.614665732
18,322.6604141,1.615383361
19,322.3195813,1.61610099
20,329.7120562,1.616818619
21,324.5910006,1.617536248
22,322.5165449,1.618253878
23,308.8400723,1.618971507
0,317.2375759,1.619689136
1,308.1532686,1.620406765
2,318.7050409,1.621124395
3,308.9263938,1.621842024
4,305.7914172,1.622559653
5,308.4437472,1.623277282
6,319.2517436,1.623994911
7,353.0914734,1.624712541
8,306.5261773,1.62543017
9,331.4124522,1.626147799
10,324.6776647,1.626865428
11,361.5766685,1.627583057
12,321.9629914,1.628300687
13,314.8664758,1.629018316
14,318.3463957,1.629735945
15,314.5246153,1.630453574
16,327.6273242,1.631171203
17,327.8390173,1.631888833
18,315.5269035,1.632606462
19,329.0742365,1.633324091
20,322.6542482,1.63404172
21,325.1301673,1.63475935
22,321.6529877,1.635476979
23,308.5701465,1.636194608
0,317.9079375,1.636912237
1,328.2377403,1.637629866
2,309.4751517,1.638347496
3,306.7478043,1.639065125
4,320.8733541,1.639782754
5,306.0890892,1.640500383
6,317.0895962,1.641218012
7,306.4915802,1.641935642
8,310.2815039,1.642653271
9,316.5223408,1.6433709
10,318.9509886,1.644088529
11,337.1682447,1.644806159
12,353.6926408,1.645523788
13,348.7490237,1.646241417
14,323.4215502,1.646959046
15,322.3641122,1.647676675
16,319.7426113,1.648394305
17,320.9223381,1.649111934
18,329.5640766,1.649829563
19,329.9004563,1.650547192
20,317.7106312,1.651264821
21,323.3143335,1.651982451
22,323.9305729,1.65270008
23,321.4789746,1.653417709
0,305.9342587,1.654135338
1,306.6241453,1.654852968
2,306.4066289,1.655570597
3,318.1682721,1.656288226
4,316.8220682,1.657005855
5,313.6689366,1.657723484
6,305.9668005,1.658441114
7,306.2850253,1.659158743
8,315.5666388,1.659876372
9,310.0184289,1.660594001
10,327.7831824,1.66131163
11,317.6657578,1.66202926
12,329.8274941,1.662746889
13,345.1173561,1.663464518
14,322.5912199,1.664182147
15,325.1750408,1.664899777
16,318.6810627,1.665617406
17,317.3554115,1.666335035
18,332.2355891,1.667052664
19,324.7574778,1.667770293
20,321.535152,1.668487923
21,325.5860954,1.669205552
22,321.4101229,1.669923181
23,329.4044504,1.67064081
0,310.4377047,1.671358439
1,317.0687009,1.672076069
2,306.20761,1.672793698
3,305.5499226,1.673511327
4,305.6314484,1.674228956
5,307.6418481,1.674946586
6,310.3106203,1.675664215
7,307.5308634,1.676381844
8,306.4802762,1.677099473
9,307.8066125,1.677817102
10,317.8918378,1.678534732
11,318.3714016,1.679252361
12,331.0082485,1.67996999
13,322.1359769,1.680687619
14,318.5580889,1.681405248
15,318.7893071,1.682122878
16,320.6979708,1.682840507
17,320.9154872,1.683558136
18,322.3723333,1.684275765
19,319.4911829,1.684993395
20,325.7607936,1.685711024
21,320.899045,1.686428653
22,323.4900593,1.687146282
23,316.4349917,1.687863911
0,306.2487155,1.688581541
1,307.2201746,1.68929917
2,307.1818095,1.690016799
3,306.0257183,1.690734428
4,305.5920557,1.691452057
5,305.338572,1.692169687
6,306.1079292,1.692887316
7,305.3598098,1.693604945
8,306.0966252,1.694322574
9,305.5166957,1.695040204
10,310.2071715,1.695757833
11,318.2816546,1.696475462
12,324.0737569,1.697193091
13,325.2682131,1.69791072
14,315.6437115,1.69862835
15,315.9681022,1.699345979
16,315.8906869,1.700063608
17,309.6107998,1.700781237
18,314.0378581,1.701498866
19,318.2922735,1.702216496
20,318.4268939,1.702934125
21,318.8992642,1.703651754
22,315.4080402,1.704369383
23,315.8345094,1.705087013
0,306.7762356,1.705804642
1,305.8016935,1.706522271
2,306.4898675,1.7072399
3,314.5044051,1.707957529
4,310.4675061,1.708675159
5,312.1336476,1.709392788
6,309.0846498,1.710110417
7,342.2334653,1.710828046
8,305.982215,1.711545675
9,307.1941411,1.712263305
10,308.0720853,1.712980934
11,313.8422646,1.713698563
12,317.5407287,1.714416192
13,308.8037625,1.715133822
14,305.9390543,1.715851451
15,305.8256717,1.71656908
16,305.4605182,1.717286709
17,306.3024951,1.718004338
18,305.5547182,1.718721968
19,305.7006426,1.719439597
20,318.3470808,1.720157226
21,315.7543538,1.720874855
22,305.9993423,1.721592484
23,316.4932244,1.722310114
0,305.9695409,1.723027743
1,306.2082951,1.723745372
2,305.5173808,1.724463001
3,306.237754,1.725180631
4,306.6015373,1.72589826
5,316.3538084,1.726615889
6,307.9336969,1.727333518
7,316.6076347,1.728051147
8,308.739364,1.728768777
9,309.7224696,1.729486406
10,307.4222764,1.730204035
11,313.0043983,1.730921664
12,317.4448159,1.731639293
13,317.1584479,1.732356923
14,305.7780579,1.733074552
15,305.3916666,1.733792181
16,306.211378,1.73450981
17,305.8921256,1.73522744
18,316.5257663,1.735945069
19,315.4820301,1.736662698
20,315.3898853,1.737380327
21,306.2271351,1.738097956
22,316.4233452,1.738815586
23,306.6231177,1.739533215
0,306.1870573,1.740250844
1,313.7788937,1.740968473
2,307.6151296,1.741686102
3,306.3912144,1.742403732
4,315.590617,1.743121361
5,306.5549512,1.74383899
6,332.9936424,1.744556619
7,338.2212296,1.745274249
8,311.4262911,1.745991878
9,312.3816505,1.746709507
10,311.3982023,1.747427136
11,316.9015387,1.748144765
12,324.9818451,1.748862395
13,326.2513188,1.749580024
14,363.8206843,1.750297653
15,318.3803077,1.751015282
16,317.7096036,1.751732911
17,315.978036,1.752450541
18,306.0623707,1.75316817
19,318.5563761,1.753885799
20,320.7353082,1.754603428
21,315.8399901,1.755321058
22,308.3005631,1.756038687
23,318.7355275,1.756756316
0,306.4251264,1.757473945
1,306.0438732,1.758191574
2,305.4310593,1.758909204
3,306.267898,1.759626833
4,307.7281696,1.760344462
5,306.2329584,1.761062091
6,308.3043311,1.76177972
7,307.2075004,1.76249735
8,306.1976762,1.763214979
9,329.3126482,1.763932608
10,308.2830933,1.764650237
11,317.6458901,1.765367867
12,319.7922804,1.766085496
13,306.4422537,1.766803125
14,305.4632586,1.767520754
15,306.1120398,1.768238383
16,305.4300317,1.768956013
17,322.0034118,1.769673642
18,317.5852596,1.770391271
19,309.600866,1.7711089
20,322.7391995,1.771826529
21,321.3714153,1.772544159
22,318.9684584,1.773261788
23,305.9811874,1.773979417
0,306.7032734,1.774697046
1,306.0962827,1.775414676
2,309.9146377,1.776132305
3,309.9571133,1.776849934
4,366.8902347,1.777567563
5,308.6170752,1.778285192
6,307.6295165,1.779002822
7,308.1775893,1.779720451
8,319.145897,1.78043808
9,320.9250784,1.781155709
10,314.8575696,1.781873338
11,308.5557596,1.782590968
12,318.2987819,1.783308597
13,315.7673705,1.784026226
14,305.6818026,1.784743855
15,311.5345354,1.785461485
16,314.9199129,1.786179114
17,321.658811,1.786896743
18,320.850061,1.787614372
19,317.4687941,1.788332001
20,316.5737226,1.789049631
21,313.7631366,1.78976726
22,319.0246359,1.790484889
23,306.5552937,1.791202518
0,315.7522985,1.791920147
1,305.5591713,1.792637777
2,307.6730197,1.793355406
3,305.8294397,1.794073035
4,306.941,1.794790664
5,306.0356521,1.795508294
6,310.282189,1.796225923
7,314.5780524,1.796943552
8,305.4392804,1.797661181
9,311.1025855,1.79837881
10,316.0218818,1.79909644
11,315.2059384,1.799814069
12,313.7449817,1.800531698
13,315.7351712,1.801249327
14,305.7444884,1.801966956
15,316.9933409,1.802684586
16,317.4201526,1.803402215
17,306.8002137,1.804119844
18,321.3816916,1.804837473
19,317.3735664,1.805555103
20,317.8647767,1.806272732
21,310.0848828,1.806990361
22,318.0572873,1.80770799
23,306.0449009,1.808425619
0,319.5206418,1.809143249
1,340.1000918,1.809860878
2,354.255443,1.810578507
3,369.1051341,1.811296136
4,315.692353,1.812013765
5,317.7178247,1.812731395
6,306.8166559,1.813449024
7,305.4022855,1.814166653
8,305.7136593,1.814884282
9,309.037036,1.815601912
10,325.8454024,1.816319541
11,311.3314059,1.81703717
12,317.5424414,1.817754799
13,309.4953619,1.818472428
14,314.9562227,1.819190058
15,310.5349876,1.819907687
16,311.6962169,1.820625316
17,315.9783785,1.821342945
18,316.0811422,1.822060574
19,317.3458203,1.822778204
20,320.0844717,1.823495833
21,317.9127331,1.824213462
22,305.5927408,1.824931091
23,320.101599,1.82564872
0,316.4730143,1.82636635
1,307.0845265,1.827083979
2,306.5864653,1.827801608
3,316.6956689,1.828519237
4,306.373402,1.829236867
5,305.4608607,1.829954496
6,314.902443,1.830672125
7,309.8718195,1.831389754
8,316.9868326,1.832107383
9,312.2514832,1.832825013
10,306.9118836,1.833542642
11,316.764178,1.834260271
12,326.05367,1.8349779
13,319.4665196,1.835695529
14,313.2931642,1.836413159
15,318.160051,1.837130788
16,320.8945919,1.837848417
17,314.0724552,1.838566046
18,318.1730677,1.839283676
19,320.6647438,1.840001305
20,323.5226012,1.840718934
21,320.7572311,1.841436563
22,316.9128427,1.842154192
23,318.1233986,1.842871822
0,305.7588754,1.843589451
1,306.5600893,1.84430708
2,318.6320787,1.845024709
3,309.2590055,1.845742338
4,308.6057712,1.846459968
5,320.1070797,1.847177597
6,308.8226025,1.847895226
7,329.2427689,1.848612855
8,308.6640039,1.849330485
9,310.459285,1.850048114
10,320.8096406,1.850765743
11,323.5736404,1.851483372
12,329.3116205,1.852201001
13,325.7261965,1.852918631
14,316.4188921,1.85363626
15,317.3030021,1.854353889
16,315.8173821,1.855071518
17,319.1746708,1.855789147
18,320.3752929,1.856506777
19,322.723785,1.857224406
20,321.4392393,1.857942035
21,320.6527548,1.858659664
22,321.0453119,1.859377294
23,316.5966732,1.860094923
0,312.0288286,1.860812552
1,306.7549977,1.861530181
2,319.522012,1.86224781
3,314.6256663,1.86296544
4,324.767069,1.863683069
5,325.7984736,1.864400698
6,321.5858488,1.865118327
7,327.9883672,1.865835956
8,308.6485894,1.866553586
9,312.0620555,1.867271215
10,306.4384857,1.867988844
11,306.4343751,1.868706473
12,321.2121316,1.869424103
13,332.8192867,1.870141732
14,319.0051108,1.870859361
15,318.1196306,1.87157699
16,318.5621994,1.872294619
17,321.6636066,1.873012249
18,318.8088322,1.873729878
19,319.9149117,1.874447507
20,320.7668224,1.875165136
21,319.6580025,1.875882765
22,320.9541948,1.876600395
23,307.6641136,1.877318024
0,328.4004494,1.878035653
1,307.5812175,1.878753282
2,305.5293699,1.879470912
3,322.8159297,1.880188541
4,312.0069057,1.88090617
5,314.6773906,1.881623799
6,313.7165504,1.882341428
7,321.6793637,1.883059058
8,316.7956921,1.883776687
9,307.2325062,1.884494316
10,316.9491525,1.885211945
11,311.5451544,1.885929574
12,329.1287012,1.886647204
13,319.9457408,1.887364833
14,316.2044586,1.888082462
15,309.5967554,1.888800091
16,318.2587041,1.889517721
17,318.9020046,1.89023535
18,320.9257635,1.890952979
19,317.1718071,1.891670608
20,310.6939287,1.892388237
21,319.4517901,1.893105867
22,318.2008139,1.893823496
23,306.6803228,1.894541125
0,306.1346478,1.895258754
1,306.3086609,1.895976383
2,305.643095,1.896694013
3,307.1160407,1.897411642
4,308.9716098,1.898129271
5,313.7802639,1.8988469
6,309.3066193,1.89956453
7,307.2804626,1.900282159
8,306.7669868,1.900999788
9,307.6510968,1.901717417
10,307.742899,1.902435046
11,308.6711974,1.903152676
12,318.2059521,1.903870305
13,311.7791129,1.904587934
14,306.1517751,1.905305563
15,305.7150295,1.906023192
16,321.8619405,1.906740822
17,316.6740885,1.907458451
18,313.8069824,1.90817608
19,326.7784964,1.908893709
20,324.8598989,1.909611339
21,322.5668991,1.910328968
22,307.2396997,1.911046597
23,317.6030719,1.911764226
0,310.3421345,1.912481855
1,307.0509571,1.913199485
2,307.0406807,1.913917114
3,306.9666909,1.914634743
4,310.5106669,1.915352372
5,311.7051231,1.916070001
6,349.3656057,1.916787631
7,308.0546155,1.91750526
8,306.5381664,1.918222889
9,318.5570612,1.918940518
10,308.8208898,1.919658148
11,317.7507091,1.920375777
12,317.9445898,1.921093406
13,313.5397969,1.921811035
14,305.5745859,1.922528664
15,306.4775359,1.923246294
16,316.3575764,1.923963923
17,305.5841771,1.924681552
18,319.3247058,1.925399181
19,305.6588521,1.92611681
20,318.7231958,1.92683444
21,305.827727,1.927552069
22,318.0312539,1.928269698
23,306.0157845,1.928987327
0,306.3483962,1.929704957
1,308.2166395,1.930422586
2,321.0603839,1.931140215
3,347.7782497,1.931857844
4,359.9238864,1.932575473
5,307.7559158,1.933293103
6,307.0608909,1.934010732
7,306.6768974,1.934728361
8,305.7657263,1.93544599
9,306.1558856,1.936163619
10,307.5209295,1.936881249
11,307.1263171,1.937598878
12,316.3027691,1.938316507
13,311.9233246,1.939034136
14,305.9349438,1.939751766
15,305.8633517,1.940469395
16,306.1161503,1.941187024
17,305.8667772,1.941904653
18,305.8866448,1.942622282
19,306.0055081,1.943339912
20,305.6585095,1.944057541
21,306.1778085,1.94477517
22,305.5578011,1.945492799
23,308.0679747,1.946210428
0,309.3247743,1.946928058
1,357.7247441,1.947645687
2,336.320787,1.948363316
3,313.7751257,1.949080945
4,309.5683241,1.949798575
5,309.4665881,1.950516204
6,311.9240097,1.951233833
7,319.3144294,1.951951462
8,329.9470425,1.952669091
9,305.018977,1.953386721
10,302.8236028,1.95410435
11,302.2700492,1.954821979
12,317.6657578,1.955539608
13,311.6448351,1.956257237
14,302.490306,1.956974867
15,305.1823712,1.957692496
16,306.173698,1.958410125
17,307.1814669,1.959127754
18,306.1206034,1.959845384
19,306.0589452,1.960563013
20,307.16708,1.961280642
21,306.1627365,1.961998271
22,307.859022,1.9627159
23,317.7743447,1.96343353
0,313.3637285,1.964151159
1,306.3528493,1.964868788
2,306.0188674,1.965586417
3,306.9920392,1.966304046
4,307.6343121,1.967021676
5,306.0575751,1.967739305
6,307.1629695,1.968456934
7,313.7189482,1.969174563
8,306.8724909,1.969892193
9,307.1526931,1.970609822
10,306.7971308,1.971327451
11,312.031569,1.97204508
12,318.7629311,1.972762709
13,320.1382514,1.973480339
14,310.3784443,1.974197968
15,316.1982928,1.974915597
16,306.9365469,1.975633226
17,317.6931614,1.976350855
18,313.002343,1.977068485
19,311.3951194,1.977786114
20,311.5879725,1.978503743
21,313.8998123,1.979221372
22,306.926613,1.979939002
23,318.8314402,1.980656631
0,305.9685132,1.98137426
1,309.6947234,1.982091889
2,316.6120877,1.982809518
3,313.8066399,1.983527148
4,311.0241426,1.984244777
5,317.2889577,1.984962406
6,308.7462149,1.985680035
7,317.6904211,1.986397664
8,321.3416138,1.987115294
9,308.2762424,1.987832923
10,308.0405711,1.988550552
11,308.6629763,1.989268181
12,317.6136909,1.989985811
13,322.9351356,1.99070344
14,306.7937054,1.991421069
15,315.1898387,1.992138698
16,309.379239,1.992856327
17,316.4397873,1.993573957
18,308.6276941,1.994291586
19,319.9597852,1.995009215
20,306.7738377,1.995726844
21,318.6752394,1.996444473
22,309.0730033,1.997162103
23,317.4999657,1.997879732
0,307.3794582,1.998597361
1,308.3533152,1.99931499
2,317.1193977,2.00003262
3,306.2487155,2.000750249
4,306.4912377,2.001467878
5,307.1006262,2.002185507
6,314.9089514,2.002903136
7,306.1151227,2.003620766
8,306.9817629,2.004338395
9,314.7695354,2.005056024
10,307.5250401,2.005773653
11,311.7400628,2.006491282
12,326.5702287,2.007208912
13,318.7009304,2.007926541
14,314.1567214,2.00864417
15,313.8357563,2.009361799
16,319.3435458,2.010079429
17,319.8597619,2.010797058
18,319.5696258,2.011514687
19,315.1658605,2.012232316
20,315.1740816,2.012949945
21,314.5287259,2.013667575
22,318.1888248,2.014385204
23,308.0484496,2.015102833
0,320.4982667,2.015820462
1,306.907773,2.016538091
2,307.1735884,2.017255721
3,306.5398791,2.01797335
4,306.2730362,2.018690979
5,306.877629,2.019408608
6,306.0027678,2.020126238
7,306.5707082,2.020843867
8,310.2318348,2.021561496
9,313.2839154,2.022279125
10,309.5580478,2.022996754
11,308.5334941,2.023714384
12,313.4534755,2.024432013
13,315.2946577,2.025149642
14,307.1478975,2.025867271
15,306.4059438,2.0265849
16,306.1949358,2.02730253
17,306.9841607,2.028020159
18,306.5542661,2.028737788
19,306.2103504,2.029455417
20,306.1654769,2.030173046
21,306.8971541,2.030890676
22,306.5484428,2.031608305
23,306.3631257,2.032325934
0,351.2396723,2.033043563
1,344.8142033,2.033761193
2,323.7366921,2.034478822
3,312.0623981,2.035196451
4,320.556842,2.03591408
5,321.1285505,2.036631709
6,319.7213735,2.037349339
7,339.6715674,2.038066968
8,310.1157119,2.038784597
9,308.7825247,2.039502226
10,312.0168395,2.040219855
11,349.2847649,2.040937485
12,340.9540578,2.041655114
13,314.4139731,2.042372743
14,314.2570873,2.043090372
15,316.0143458,2.043808002
16,314.5907266,2.044525631
17,316.0455174,2.04524326
18,315.6827617,2.045960889
19,315.7132483,2.046678518
20,316.5637888,2.047396148
21,315.6080868,2.048113777
22,306.4977461,2.048831406
23,313.8717236,2.049549035
0,307.7281696,2.050266664
1,306.8615294,2.050984294
2,305.9027445,2.051701923
3,308.1587493,2.052419552
4,312.7975008,2.053137181
5,308.615705,2.053854811
6,306.3555897,2.05457244
7,306.2470027,2.055290069
8,305.8736281,2.056007698
9,312.4080265,2.056725327
10,308.1238097,2.057442957
11,317.9051971,2.058160586
12,326.3410657,2.058878215
13,315.6992039,2.059595844
14,316.0071524,2.060313473
15,312.2014716,2.061031103
16,310.3383665,2.061748732
17,317.1289889,2.062466361
18,312.6101284,2.06318399
19,310.2427963,2.06390162
20,317.7233054,2.064619249
21,316.7446529,2.065336878
22,317.9185564,2.066054507
23,308.1988271,2.066772136
0,316.4610252,2.067489766
1,316.3366811,2.068207395
2,309.0664949,2.068925024
3,307.4322102,2.069642653
4,307.0660291,2.070360282
5,315.1651755,2.071077912
6,309.1620651,2.071795541
7,311.2950961,2.07251317
8,308.7928011,2.073230799
9,356.1120398,2.073948429
10,317.159818,2.074666058
11,318.2566488,2.075383687
12,381.1253991,2.076101316
13,326.3222257,2.076818945
14,310.6637847,2.077536575
15,314.6582081,2.078254204
16,315.7180439,2.078971833
17,315.3398737,2.079689462
18,315.6361755,2.080407091
19,315.816697,2.081124721
20,317.3913788,2.08184235
21,316.783018,2.082559979
22,305.7629859,2.083277608
23,316.5353575,2.083995238
0,313.7412137,2.084712867
1,305.8174506,2.085430496
2,314.2745571,2.086148125
3,305.9010317,2.086865754
4,305.6095255,2.087583384
5,314.6976008,2.088301013
6,305.7883343,2.089018642
7,305.6458353,2.089736271
8,314.9634161,2.0904539
9,306.6340792,2.09117153
10,313.4428566,2.091889159
11,316.222956,2.092606788
12,315.6878999,2.093324417
13,316.6059219,2.094042047
14,317.5462094,2.094759676
15,317.2995766,2.095477305
16,317.328693,2.096194934
17,317.5691599,2.096912563
18,317.6102654,2.097630193
19,317.5376458,2.098347822
20,322.1753696,2.099065451
21,321.8362495,2.09978308
22,319.2120083,2.100500709
23,318.6896264,2.101218339
0,315.5618432,2.101935968
1,317.4410479,2.102653597
2,307.4870175,2.103371226
3,314.0395709,2.104088856
4,315.7481879,2.104806485
5,306.9769672,2.105524114
6,313.667909,2.106241743
7,305.5488949,2.106959372
8,314.5756546,2.107677002
9,310.0382966,2.108394631
10,310.3715934,2.10911226
11,316.286327,2.109829889
12,316.038324,2.110547518
13,317.11837,2.111265148
14,316.4401299,2.111982777
15,317.351301,2.112700406
16,317.1834537,2.113418035
17,317.5249716,2.114135665
18,317.9675404,2.114853294
19,317.2516202,2.115570923
20,317.8123673,2.116288552
21,317.3704835,2.117006181
22,317.2183933,2.117723811
23,316.7840456,2.11844144
0,316.4151241,2.119159069
1,314.932587,2.119876698
2,313.9861338,2.120594327
3,306.90332,2.121311957
4,314.3444364,2.122029586
5,314.3043585,2.122747215
6,306.0027678,2.123464844
7,312.9578121,2.124182474
8,307.1317978,2.124900103
9,317.0447227,2.125617732
10,306.5131606,2.126335361
11,316.6018114,2.12705299
12,317.2588137,2.12777062
13,311.2512503,2.128488249
14,311.4619158,2.129205878
15,317.7993505,2.129923507
16,317.4999657,2.130641136
17,318.3138539,2.131358766
18,318.5478125,2.132076395
19,318.4529274,2.132794024
20,318.0768124,2.133511653
21,318.6406423,2.134229283
22,313.9299563,2.134946912
23,313.359618,2.135664541
0,314.0683447,2.13638217
1,318.167587,2.137099799
2,305.5119,2.137817429
3,315.1936067,2.138535058
4,306.2072674,2.139252687
5,305.5478673,2.139970316
6,315.3206911,2.140687945
7,305.9914638,2.141405575
8,305.9969445,2.142123204
9,315.014798,2.142840833
10,306.4124522,2.143558462
11,315.25595,2.144276092
12,316.4462957,2.144993721
13,311.7116315,2.14571135
14,312.6029349,2.146428979
15,317.3108806,2.147146608
16,319.3428607,2.147864238
17,317.294781,2.148581867
18,319.3647836,2.149299496
19,318.9842155,2.150017125
20,320.0519299,2.150734754
21,320.3191154,2.151452384
22,320.0591234,2.152170013
23,309.2733924,2.152887642
0,313.7727279,2.153605271
1,317.5023636,2.154322901
2,315.9242563,2.15504053
3,305.8623241,2.155758159
4,306.0990231,2.156475788
5,305.590343,2.157193417
6,306.4480769,2.157911047
7,314.653755,2.158628676
8,305.4725073,2.159346305
9,305.699615,2.160063934
10,315.8547196,2.160781563
11,305.8893852,2.161499193
12,316.7819903,2.162216822
13,317.404053,2.162934451
14,314.6808161,2.16365208
15,313.7484072,2.16436971
16,316.0982695,2.165087339
17,319.2270803,2.165804968
