hour,length,angle
13,308.228286,3.299659126
14,306.9046901,3.300376755
15,307.197224,3.301094385
16,306.918392,3.301812014
17,307.1588589,3.302529643
18,306.6474384,3.303247272
19,306.7279366,3.303964901
20,306.7854843,3.304682531
21,307.1204938,3.30540016
22,306.9923818,3.306117789
23,306.9427127,3.306835418
0,308.3885973,3.307553047
1,307.1554335,3.308270677
2,306.8553636,3.308988306
3,310.3582341,3.309705935
4,316.0605895,3.310423564
5,310.507584,3.311141194
6,310.4459258,3.311858823
7,307.4072044,3.312576452
8,306.9608676,3.313294081
9,306.8375512,3.31401171
10,306.9594974,3.31472934
11,311.914761,3.315446969
12,317.6503432,3.316164598
13,308.047422,3.316882227
14,307.1324829,3.317599856
15,306.6309963,3.318317486
16,307.1711906,3.319035115
17,307.0081389,3.319752744
18,306.7454065,3.320470373
19,306.9735418,3.321188003
20,306.5655701,3.321905632
21,309.9393009,3.322623261
22,307.5890961,3.32334089
23,306.768357,3.324058519
0,307.4774262,3.324776149
1,311.5547456,3.325493778
2,319.1140403,3.326211407
3,321.3666196,3.326929036
4,324.5793541,3.327646665
5,306.5802995,3.328364295
6,317.1413206,3.329081924
7,313.4377184,3.329799553
8,323.7997205,3.330517182
9,306.4220435,3.331234812
10,308.9380404,3.331952441
11,308.2183522,3.33267007
12,317.6410945,3.333387699
13,308.5821356,3.334105328
14,307.4777688,3.334822958
15,306.5080224,3.335540587
16,307.7833194,3.336258216
17,306.4946631,3.336975845
18,307.6805557,3.337693474
19,306.6035926,3.338411104
20,307.7846896,3.339128733
21,306.5436472,3.339846362
22,307.5250401,3.340563991
23,308.3865421,3.341281621
0,310.5134072,3.34199925
1,307.2068153,3.342716879
2,307.1211789,3.343434508
3,309.8320842,3.344152137
4,306.3494238,3.344869767
5,306.9766247,3.345587396
6,306.2291904,3.346305025
7,340.0644671,3.347022654
8,306.6169519,3.347740283
9,348.5284244,3.348457913
10,306.6549744,3.349175542
11,309.7094529,3.349893171
12,317.6191716,3.3506108
13,316.9392187,3.35132843
14,317.3608923,3.352046059
15,308.2097886,3.352763688
16,307.3972706,3.353481317
17,307.0441062,3.354198946
18,307.2657331,3.354916576
19,307.1283724,3.355634205
20,307.0516422,3.356351834
21,309.1031473,3.357069463
22,306.9656632,3.357787092
23,308.0707151,3.358504722
0,313.0879794,3.359222351
1,313.5596646,3.35993998
2,314.2019374,3.360657609
3,314.6595783,3.361375239
4,318.8050642,3.362092868
5,330.594111,3.362810497
6,340.7670279,3.363528126
7,343.826302,3.364245755
8,319.0979406,3.364963385
9,307.0143047,3.365681014
10,306.5905759,3.366398643
11,317.1344697,3.367116272
12,311.1464314,3.367833901
13,307.4921557,3.368551531
14,306.1233438,3.36926916
15,307.7959936,3.369986789
16,306.7238261,3.370704418
17,307.2996451,3.371422048
18,306.7919927,3.372139677
19,307.2883411,3.372857306
20,306.8615294,3.373574935
21,307.1992793,3.374292564
22,306.9142814,3.375010194
23,309.1257553,3.375727823
0,307.2640204,3.376445452
1,307.4126851,3.377163081
2,306.9444254,3.37788071
3,307.1321404,3.37859834
4,306.5230944,3.379315969
5,307.4140553,3.380033598
6,306.9841607,3.380751227
7,307.403779,3.381468857
8,308.2707617,3.382186486
9,312.1977036,3.382904115
10,307.934382,3.383621744
11,307.1211789,3.384339373
12,317.5242865,3.385057003
13,309.205911,3.385774632
14,307.3181426,3.386492261
15,306.5141882,3.38720989
16,307.4661222,3.387927519
17,306.5974268,3.388645149
18,307.2527164,3.389362778
19,306.8104901,3.390080407
20,306.5357686,3.390798036
21,307.0218407,3.391515666
22,306.779661,3.392233295
23,307.7213187,3.392950924
0,307.4065193,3.393668553
1,307.0396531,3.394386182
2,307.6404779,3.395103812
3,307.5682008,3.395821441
4,312.9187619,3.39653907
5,310.3058246,3.397256699
6,307.5127084,3.397974328
7,307.528123,3.398691958
8,306.5881781,3.399409587
9,308.0070016,3.400127216
10,310.8929477,3.400844845
11,319.6682789,3.401562475
12,319.883055,3.402280104
13,308.8732993,3.402997733
14,307.7079594,3.403715362
15,307.2520313,3.404432991
16,307.8038721,3.405150621
17,307.2825178,3.40586825
18,307.7459819,3.406585879
19,307.2890262,3.407303508
20,307.4072044,3.408021137
21,307.2407273,3.408738767
22,310.1071482,3.409456396
23,315.8201225,3.410174025
0,306.9622378,3.410891654
1,308.4112053,3.411609284
2,307.2903964,3.412326913
3,307.3410931,3.413044542
4,307.4195361,3.413762171
5,307.5784772,3.4144798
6,307.9826809,3.41519743
7,309.6830769,3.415915059
8,307.4890728,3.416632688
9,307.3866517,3.417350317
10,307.9254758,3.418067946
11,314.1991971,3.418785576
12,317.8055164,3.419503205
13,309.8300289,3.420220834
14,307.0512996,3.420938463
15,307.4801666,3.421656093
16,306.9725141,3.422373722
17,307.3496568,3.423091351
18,306.7488319,3.42380898
19,307.2126386,3.424526609
20,307.16708,3.425244239
21,306.9903265,3.425961868
22,307.0108792,3.426679497
23,306.8091199,3.427397126
0,309.2117342,3.428114755
1,310.203061,3.428832385
2,307.0605483,3.429550014
3,306.9344916,3.430267643
4,306.8974967,3.430985272
5,309.0956113,3.431702902
6,316.3664826,3.432420531
7,345.0108244,3.43313816
8,307.0749353,3.433855789
9,307.6428757,3.434573418
10,310.6038393,3.435291048
11,311.2276146,3.436008677
12,318.0391324,3.436726306
13,307.6702794,3.437443935
14,307.3684968,3.438161564
15,307.0721949,3.438879194
16,306.9279832,3.439596823
17,307.0605483,3.440314452
18,306.7618486,3.441032081
19,307.3678117,3.441749711
20,306.9505912,3.44246734
21,307.3164299,3.443184969
22,306.5892057,3.443902598
23,309.6299823,3.444620227
0,307.3229382,3.445337857
1,311.1573928,3.446055486
2,307.7853747,3.446773115
3,323.9846951,3.447490744
4,316.8333722,3.448208373
5,309.9187482,3.448926003
6,307.9378074,3.449643632
7,309.4426099,3.450361261
8,307.7679049,3.45107889
9,309.06718,3.451796519
10,315.2073086,3.452514149
11,327.1467328,3.453231778
12,324.9290931,3.453949407
13,313.032487,3.454667036
14,307.0420509,3.455384666
15,307.5140786,3.456102295
16,306.6751846,3.456819924
17,307.6243783,3.457537553
18,306.9625803,3.458255182
19,307.4962663,3.458972812
20,306.9478509,3.459690441
21,307.5623775,3.46040807
22,307.0608909,3.461125699
23,307.708987,3.461843328
0,311.9908061,3.462560958
1,307.2174342,3.463278587
2,307.4695477,3.463996216
3,307.1629695,3.464713845
4,307.3205404,3.465431475
5,308.4338134,3.466149104
6,339.6184728,3.466866733
7,312.5262047,3.467584362
8,312.7944179,3.468301991
9,307.069112,3.469019621
10,308.4379239,3.46973725
11,314.7137005,3.470454879
12,319.7340477,3.471172508
13,309.4724114,3.471890137
14,306.9050327,3.472607767
15,310.4390749,3.473325396
16,307.3297891,3.474043025
17,307.0927476,3.474760654
18,306.7056712,3.475478284
19,307.2486058,3.476195913
20,306.8255621,3.476913542
21,307.3654139,3.477631171
22,308.3752381,3.4783488
23,312.290876,3.47906643
0,316.4719866,3.479784059
1,308.3152926,3.480501688
2,309.3240892,3.481219317
3,307.5986874,3.481936946
4,310.3486428,3.482654576
5,349.4002028,3.483372205
6,330.643095,3.484089834
7,308.3002206,3.484807463
8,307.4325528,3.485525093
9,308.6804461,3.486242722
10,307.6832961,3.486960351
11,316.4904841,3.48767798
12,314.8860008,3.488395609
13,307.7274845,3.489113239
14,306.993752,3.489830868
15,307.3530822,3.490548497
16,307.0975433,3.491266126
17,307.2626502,3.491983755
18,306.9687461,3.492701385
19,307.125632,3.493419014
20,306.8584465,3.494136643
21,307.3023855,3.494854272
22,307.9162271,3.495571902
23,307.5911514,3.496289531
0,307.1496102,3.49700716
1,308.281038,3.497724789
2,307.8470329,3.498442418
3,307.0310894,3.499160048
4,307.3082088,3.499877677
5,307.2766946,3.500595306
6,312.2209967,3.501312935
7,307.193456,3.502030564
8,306.9050327,3.502748194
9,309.503583,3.503465823
10,314.9706096,3.504183452
11,325.2973295,3.504901081
12,307.8446351,3.505618711
13,307.4596139,3.50633634
14,307.0242385,3.507053969
15,307.2040749,3.507771598
16,307.2557993,3.508489227
17,306.715605,3.509206857
18,308.792116,3.509924486
19,308.7314854,3.510642115
20,307.4555033,3.511359744
21,306.711837,3.512077373
22,306.8478276,3.512795003
23,307.4585862,3.513512632
0,307.8915638,3.514230261
1,306.8406341,3.51494789
2,306.7776057,3.51566552
3,306.8687229,3.516383149
4,307.8915638,3.517100778
5,307.8275078,3.517818407
6,333.6489319,3.518536036
7,308.5773399,3.519253666
8,310.6350109,3.519971295
9,308.3070715,3.520688924
10,309.6471096,3.521406553
11,318.5269172,3.522124182
12,317.7945549,3.522841812
13,307.4767412,3.523559441
14,307.923078,3.52427707
15,306.5792719,3.524994699
16,306.9067454,3.525712329
17,307.5798474,3.526429958
18,306.7022457,3.527147587
19,306.8515956,3.527865216
20,307.1513229,3.528582845
21,307.1057644,3.529300475
22,306.4566406,3.530018104
23,308.1584068,3.530735733
0,306.5898908,3.531453362
1,306.8714632,3.532170991
2,307.3308168,3.532888621
3,307.2270255,3.53360625
4,307.663771,3.534323879
5,307.7439267,3.535041508
6,307.9076634,3.535759138
7,307.7970212,3.536476767
8,309.1812477,3.537194396
9,307.9484263,3.537912025
10,310.0084951,3.538629654
11,315.7279777,3.539347284
12,317.9737062,3.540064913
13,309.0044942,3.540782542
14,306.8954414,3.541500171
15,307.3352699,3.5422178
16,306.9327789,3.54293543
17,307.1509804,3.543653059
18,306.7923352,3.544370688
19,306.907773,3.545088317
20,307.3982982,3.545805947
21,306.9368894,3.546523576
22,306.7186879,3.547241205
23,307.6993957,3.547958834
0,306.9375745,3.548676463
1,307.3702095,3.549394093
2,307.140704,3.550111722
3,308.3122097,3.550829351
4,307.3397229,3.55154698
5,311.3290081,3.552264609
6,308.7660825,3.552982239
7,307.8196292,3.553699868
8,317.2988915,3.554417497
9,331.3744297,3.555135126
10,320.8815752,3.555852756
11,316.0253073,3.556570385
12,327.7098776,3.557288014
13,315.071318,3.558005643
14,319.1387035,3.558723272
15,307.0451338,3.559440902
16,307.8723812,3.560158531
17,306.7710974,3.56087616
18,307.4346081,3.561593789
19,307.3527397,3.562311418
20,306.7810312,3.563029048
21,308.0902402,3.563746677
22,306.7323897,3.564464306
23,307.8172314,3.565181935
0,308.5153392,3.565899565
1,308.9435211,3.566617194
2,310.0619322,3.567334823
3,306.7498596,3.568052452
4,306.8224792,3.568770081
5,306.5189839,3.569487711
6,310.8535549,3.57020534
7,308.0309798,3.570922969
8,307.3342422,3.571640598
9,306.9940945,3.572358227
10,307.2811477,3.573075857
11,319.3884192,3.573793486
12,319.5829851,3.574511115
13,307.5185317,3.575228744
14,307.0824713,3.575946374
15,306.982448,3.576664003
16,307.4065193,3.577381632
17,306.9988902,3.578099261
18,307.4746859,3.57881689
19,306.8789992,3.57953452
20,307.4322102,3.580252149
21,306.6097584,3.580969778
22,307.3304742,3.581687407
23,308.073798,3.582405036
0,307.3839113,3.583122666
1,307.6178699,3.583840295
2,307.1927709,3.584557924
3,306.6255155,3.585275553
4,307.603483,3.585993183
5,308.5749421,3.586710812
6,313.1366209,3.587428441
7,309.9769809,3.58814607
8,309.8272885,3.588863699
9,312.9012921,3.589581329
10,308.3310497,3.590298958
11,316.0414069,3.591016587
12,317.9216393,3.591734216
13,307.8281929,3.592451845
14,307.2701862,3.593169475
15,306.6858035,3.593887104
16,307.4760561,3.594604733
17,306.9940945,3.595322362
18,307.4507077,3.596039992
19,306.9516189,3.596757621
20,307.1756436,3.59747525
21,306.7406108,3.598192879
22,307.0876094,3.598910508
23,307.8172314,3.599628138
0,307.4842772,3.600345767
1,307.8987572,3.601063396
2,307.0893222,3.601781025
3,309.0185386,3.602498654
4,310.8518422,3.603216284
5,313.1290849,3.603933913
6,309.1240426,3.604651542
7,307.7130976,3.605369171
8,307.5044873,3.606086801
9,307.1492676,3.60680443
10,310.2448515,3.607522059
11,311.9404519,3.608239688
12,319.5912062,3.608957317
13,313.3870216,3.609674947
14,306.7241686,3.610392576
15,307.189688,3.611110205
16,307.8093529,3.611827834
17,306.621405,3.612545463
18,307.5113383,3.613263093
19,306.8824247,3.613980722
20,307.0218407,3.614698351
21,307.7305674,3.61541598
22,308.1118206,3.61613361
23,307.4472822,3.616851239
0,306.6652508,3.617568868
1,306.6676486,3.618286497
2,306.8193963,3.619004126
3,308.0618089,3.619721756
4,310.3376814,3.620439385
5,307.3267062,3.621157014
6,307.9261609,3.621874643
7,306.8200814,3.622592272
8,306.7135497,3.623309902
9,307.4520779,3.624027531
10,310.1873039,3.62474516
11,318.2227368,3.625462789
12,320.3543976,3.626180419
13,311.81371,3.626898048
14,307.6045106,3.627615677
15,307.3945302,3.628333306
16,307.3869942,3.629050935
17,307.3681542,3.629768565
18,307.1225491,3.630486194
19,307.8048998,3.631203823
20,306.8327556,3.631921452
21,307.231136,3.632639081
22,307.1811244,3.633356711
23,307.3469164,3.63407434
0,308.5749421,3.634791969
1,309.9783511,3.635509598
2,316.1780826,3.636227228
3,316.1619829,3.636944857
4,309.5580478,3.637662486
5,315.3590562,3.638380115
6,307.3969281,3.639097744
7,307.6346546,3.639815374
8,306.4388282,3.640533003
9,308.1940315,3.641250632
10,313.1770412,3.641968261
11,317.6698683,3.64268589
12,318.2134881,3.64340352
13,307.9552773,3.644121149
14,307.3626735,3.644838778
15,307.0814436,3.645556407
16,307.6589754,3.646274037
17,306.952304,3.646991666
18,307.7017936,3.647709295
19,307.2321637,3.648426924
20,307.4637244,3.649144553
21,308.4488854,3.649862183
22,307.9658962,3.650579812
23,307.8196292,3.651297441
0,308.0419413,3.65201507
1,308.2933697,3.652732699
2,306.5597468,3.653450329
3,307.6774728,3.654167958
4,306.5946864,3.654885587
5,307.9148569,3.655603216
6,308.780812,3.656320845
7,308.788348,3.657038475
8,307.1222065,3.657756104
9,308.8589123,3.658473733
10,308.2200649,3.659191362
11,312.5597742,3.659908992
12,317.9391091,3.660626621
13,308.2049929,3.66134425
14,307.4003535,3.662061879
15,307.5678583,3.662779508
16,307.3695244,3.663497138
17,307.3445186,3.664214767
18,307.7740707,3.664932396
19,307.2116109,3.665650025
20,307.6949427,3.666367654
21,307.2013346,3.667085284
22,307.5113383,3.667802913
23,309.8820958,3.668520542
0,310.2266966,3.669238171
1,310.6288451,3.669955801
2,306.9745694,3.67067343
3,306.9612101,3.671391059
4,307.1153556,3.672108688
5,307.2856008,3.672826317
6,307.2527164,3.673543947
7,308.8393873,3.674261576
8,314.0906101,3.674979205
9,363.1314827,3.675696834
10,307.784347,3.676414463
11,312.6464382,3.677132093
12,317.6959018,3.677849722
13,307.6428757,3.678567351
14,307.3767179,3.67928498
15,307.0417083,3.68000261
16,306.7498596,3.680720239
17,307.0670567,3.681437868
18,307.7250867,3.682155497
19,306.5583766,3.682873126
20,307.8593645,3.683590756
21,307.0225258,3.684308385
22,307.4387186,3.685026014
23,307.6466437,3.685743643
0,309.6066892,3.686461272
1,310.947755,3.687178902
2,307.3986408,3.687896531
3,341.9775838,3.68861416
4,325.9091158,3.689331789
5,307.8172314,3.690049419
6,307.1985942,3.690767048
7,307.829563,3.691484677
8,308.2913144,3.692202306
9,368.0079608,3.692919935
10,309.0205938,3.693637565
11,309.3155255,3.694355194
12,318.6971624,3.695072823
13,308.1251798,3.695790452
14,307.7168656,3.696508081
15,307.0999411,3.697225711
16,306.9290109,3.69794334
17,307.3965855,3.698660969
18,307.01636,3.699378598
19,307.4058342,3.700096228
20,306.8084348,3.700813857
21,307.4685201,3.701531486
22,306.8841374,3.702249115
23,307.8083252,3.702966744
0,306.6714166,3.703684374
1,309.1165066,3.704402003
2,307.3338997,3.705119632
3,310.3907759,3.705837261
4,307.2910815,3.70655489
5,308.0278969,3.70727252
6,309.220983,3.707990149
7,310.4746996,3.708707778
8,308.0066591,3.709425407
9,308.4262774,3.710143037
10,307.4298124,3.710860666
11,310.6487127,3.711578295
12,320.1135881,3.712295924
13,308.4029843,3.713013553
14,307.0752778,3.713731183
15,307.6041681,3.714448812
16,307.3099215,3.715166441
17,307.5777921,3.71588407
18,307.1290575,3.716601699
19,307.1170684,3.717319329
20,307.6624008,3.718036958
21,307.2376444,3.718754587
22,307.8922489,3.719472216
23,309.9985613,3.720189846
0,316.7127961,3.720907475
1,309.7611773,3.721625104
2,330.9592645,3.722342733
3,344.0143595,3.723060362
4,350.3908444,3.723777992
5,336.9469603,3.724495621
6,306.3144842,3.72521325
7,306.2045271,3.725930879
8,323.7897867,3.726648508
9,339.2656509,3.727366138
10,340.5207377,3.728083767
11,314.6068262,3.728801396
12,317.6243098,3.729519025
13,306.651549,3.730236655
14,306.0120165,3.730954284
15,307.2605949,3.731671913
16,306.5576915,3.732389542
17,307.1876327,3.733107171
18,305.9291205,3.733824801
19,307.3095789,3.73454243
20,306.595029,3.735260059
21,307.1431018,3.735977688
22,308.2919995,3.736695317
23,307.1855775,3.737412947
0,319.2421523,3.738130576
1,340.2309442,3.738848205
2,340.9783785,3.739565834
3,338.9659236,3.740283464
4,336.9908061,3.741001093
5,338.3883918,3.741718722
6,338.4315526,3.742436351
7,318.5714481,3.74315398
8,333.8657633,3.74387161
9,315.0946111,3.744589239
10,308.2262308,3.745306868
11,315.4087253,3.746024497
12,314.7989943,3.746742126
13,306.8615294,3.747459756
14,306.1627365,3.748177385
15,307.4109724,3.748895014
16,306.5892057,3.749612643
17,307.2739542,3.750330273
18,306.7125221,3.751047902
19,307.3428059,3.751765531
20,306.4453366,3.75248316
21,307.3671266,3.753200789
22,310.1150268,3.753918419
23,307.2941644,3.754636048
0,307.2427826,3.755353677
1,306.9327789,3.756071306
2,308.4420344,3.756788935
3,307.9621282,3.757506565
4,308.0676322,3.758224194
5,306.9317512,3.758941823
6,311.4824685,3.759659452
7,308.5314388,3.760377082
8,306.7406108,3.761094711
9,307.5072277,3.76181234
10,307.7682474,3.762529969
11,318.329611,3.763247598
12,317.8521025,3.763965228
13,307.7178932,3.764682857
14,306.4607511,3.765400486
15,307.6325994,3.766118115
16,306.5001439,3.766835744
17,307.6288314,3.767553374
18,306.4155351,3.768271003
19,307.4157681,3.768988632
20,306.6621679,3.769706261
21,307.5041448,3.770423891
22,307.325336,3.77114152
23,307.2993026,3.771859149
0,307.6082786,3.772576778
1,307.2212022,3.773294407
2,306.5984544,3.774012037
3,307.388707,3.774729666
4,308.5016374,3.775447295
5,308.7236069,3.776164924
6,305.7287313,3.776882553
7,307.354795,3.777600183
8,305.7592179,3.778317812
9,306.8122028,3.779035441
10,316.6401765,3.77975307
11,323.5732979,3.7804707
12,327.8184646,3.781188329
13,314.6157324,3.781905958
14,317.7089185,3.782623587
15,307.1722182,3.783341216
16,307.4174808,3.784058846
17,306.7697272,3.784776475
18,307.1961964,3.785494104
19,306.7738377,3.786211733
20,307.3678117,3.786929362
21,310.5092967,3.787646992
22,307.9511667,3.788364621
23,307.8771769,3.78908225
0,307.9247907,3.789799879
1,307.9751449,3.790517509
2,308.0799638,3.791235138
3,310.5103243,3.791952767
4,308.2574024,3.792670396
5,306.6587424,3.793388025
6,312.9780223,3.794105655
7,309.0849924,3.794823284
8,307.953222,3.795540913
9,310.1636683,3.796258542
10,308.0415987,3.796976171
11,315.2490991,3.797693801
12,320.2413576,3.79841143
13,313.8648726,3.799129059
14,307.7196059,3.799846688
15,308.6814738,3.800564318
16,307.4294699,3.801281947
17,308.4368963,3.801999576
18,307.5555266,3.802717205
19,307.9412329,3.803434834
20,307.9367798,3.804152464
21,307.0876094,3.804870093
22,307.0924051,3.805587722
23,307.1763287,3.806305351
0,308.0392009,3.80702298
1,306.8080923,3.80774061
2,308.7027116,3.808458239
3,306.4415686,3.809175868
4,311.268035,3.809893497
5,313.8659003,3.810611127
6,318.2652124,3.811328756
7,310.323637,3.812046385
8,318.96195,3.812764014
9,335.9539208,3.813481643
10,312.7101517,3.814199273
11,320.1063946,3.814916902
12,345.8034748,3.815634531
13,308.186838,3.81635216
14,307.9374649,3.817069789
15,308.2806955,3.817787419
16,307.5969746,3.818505048
17,308.3183755,3.819222677
18,307.855254,3.819940306
19,308.4516257,3.820657936
20,307.5952619,3.821375565
21,307.3513695,3.822093194
22,306.7731527,3.822810823
23,307.833331,3.823528452
0,306.3607278,3.824246082
1,307.8860831,3.824963711
2,307.7449543,3.82568134
3,306.9519614,3.826398969
4,306.8354959,3.827116598
5,311.1645863,3.827834228
6,308.7684803,3.828551857
7,310.1417453,3.829269486
8,314.8068728,3.829987115
9,313.0064536,3.830704745
10,313.3565351,3.831422374
11,313.6637984,3.832140003
12,311.7291013,3.832857632
13,308.9973007,3.833575261
14,306.6844334,3.834292891
15,307.3972706,3.83501052
16,306.4521875,3.835728149
17,307.155776,3.836445778
18,306.7690421,3.837163407
19,307.1732458,3.837881037
20,306.8940712,3.838598666
21,313.3284464,3.839316295
22,310.5579381,3.840033924
23,309.0305277,3.840751554
0,306.4364304,3.841469183
1,307.1516655,3.842186812
2,307.2116109,3.842904441
3,306.6878588,3.84362207
4,308.6451639,3.8443397
5,313.0951728,3.845057329
6,308.3851719,3.845774958
7,314.7455572,3.846492587
8,316.7703438,3.847210216
9,311.6804598,3.847927846
10,319.9943823,3.848645475
11,325.8231369,3.849363104
12,322.0887056,3.850080733
13,308.3546853,3.850798363
14,307.4099448,3.851515992
15,306.832413,3.852233621
16,307.5113383,3.85295125
17,307.2037324,3.853668879
18,306.9971774,3.854386509
19,307.4674924,3.855104138
20,306.6765548,3.855821767
21,312.6464382,3.856539396
22,311.9510708,3.857257025
23,308.814724,3.857974655
0,308.5269857,3.858692284
1,315.8283436,3.859409913
2,311.816793,3.860127542
3,307.0160174,3.860845171
4,311.6400395,3.861562801
5,310.8652015,3.86228043
6,345.974405,3.862998059
7,319.6175822,3.863715688
8,315.6372032,3.864433318
9,312.8529932,3.865150947
10,311.7003275,3.865868576
11,311.546182,3.866586205
12,312.1997588,3.867303834
13,308.6718825,3.868021464
14,306.9821054,3.868739093
15,307.3496568,3.869456722
16,307.3476015,3.870174351
17,306.8026116,3.87089198
18,307.6997383,3.87160961
19,306.7594508,3.872327239
20,306.5748188,3.873044868
21,308.3800337,3.873762497
22,308.1590918,3.874480127
23,307.1602291,3.875197756
0,306.9708014,3.875915385
1,304.8970308,3.876633014
2,303.8717921,3.877350643
3,307.4757135,3.878068273
4,306.8104901,3.878785902
5,309.3429292,3.879503531
6,309.1240426,3.88022116
7,309.3545757,3.880938789
8,308.8640505,3.881656419
9,312.7598208,3.882374048
10,311.079635,3.883091677
11,310.564104,3.883809306
12,311.8558431,3.884526936
13,307.2236,3.885244565
14,306.8046668,3.885962194
15,307.3787731,3.886679823
16,306.5433046,3.887397452
17,307.2856008,3.888115082
18,307.0639738,3.888832711
19,310.522656,3.88955034
20,306.8652974,3.890267969
21,307.7720154,3.890985598
22,308.209446,3.891703228
23,307.5260677,3.892420857
0,307.3890495,3.893138486
1,306.5518682,3.893856115
2,307.6904896,3.894573745
3,312.0147843,3.895291374
4,324.3423126,3.896009003
5,342.7873614,3.896726632
6,336.7924722,3.897444261
7,336.7434882,3.898161891
8,319.1606264,3.89887952
9,313.3394078,3.899597149
10,312.1096694,3.900314778
11,313.9758574,3.901032407
12,312.5313429,3.901750037
13,309.8995657,3.902467666
14,307.3410931,3.903185295
15,306.7053286,3.903902924
16,307.3739775,3.904620554
17,306.5833824,3.905338183
18,307.3325295,3.906055812
19,307.1485825,3.906773441
20,307.0574654,3.90749107
21,346.4570516,3.9082087
22,316.7631503,3.908926329
23,311.5752984,3.909643958
0,310.463053,3.910361587
1,316.5473466,3.911079216
2,324.7084938,3.911796846
3,335.8898648,3.912514475
4,336.3560692,3.913232104
5,337.9602099,3.913949733
6,346.8752997,3.914667363
7,323.4568324,3.915384992
8,340.4919639,3.916102621
9,356.3004398,3.91682025
10,323.5448666,3.917537879
11,315.887604,3.918255509
12,310.9755011,3.918973138
13,309.3816368,3.919690767
14,307.9741173,3.920408396
15,308.6472192,3.921126025
16,310.8741077,3.921843655
17,308.4923886,3.922561284
18,308.1193566,3.923278913
19,307.5918365,3.923996542
20,308.310497,3.924714172
21,308.1686831,3.925431801
22,308.4701232,3.92614943
23,308.1940315,3.926867059
0,310.9556335,3.927584688
1,309.1802201,3.928302318
2,310.1455133,3.929019947
3,323.2389735,3.929737576
4,336.9473028,3.930455205
5,342.787704,3.931172834
6,332.8617623,3.931890464
7,355.1823712,3.932608093
8,332.9374649,3.933325722
9,322.7799625,3.934043351
10,323.6072099,3.934760981
11,317.7109738,3.93547861
12,315.1720264,3.936196239
13,309.1117109,3.936913868
14,307.1718756,3.937631497
15,306.6244879,3.938349127
16,307.2784073,3.939066756
17,307.6377376,3.939784385
18,306.6700464,3.940502014
19,307.1852349,3.941219643
20,307.0269789,3.941937273
21,310.7182495,3.942654902
22,308.4851952,3.943372531
23,307.1705055,3.94409016
0,307.6144445,3.94480779
1,313.5463053,3.945525419
2,308.8421276,3.946243048
3,314.1145883,3.946960677
4,328.3860625,3.947678306
5,358.4324432,3.948395936
6,364.6510146,3.949113565
7,334.0692353,3.949831194
8,339.8322212,3.950548823
9,341.4552019,3.951266452
10,319.5117356,3.951984082
11,315.4131784,3.952701711
12,316.3079073,3.95341934
13,308.7486127,3.954136969
14,307.3801433,3.954854599
15,307.3469164,3.955572228
16,307.1252895,3.956289857
17,307.6894619,3.957007486
18,306.948536,3.957725115
19,307.7607114,3.958442745
20,306.7138923,3.959160374
21,307.9768576,3.959878003
22,309.2679117,3.960595632
23,309.2610608,3.961313261
0,307.4948961,3.962030891
1,320.4050943,3.96274852
2,335.2647192,3.963466149
3,342.73872,3.964183778
4,335.2650617,3.964901408
5,310.1516792,3.965619037
6,313.4103147,3.966336666
7,306.6693614,3.967054295
8,307.1735884,3.967771924
9,315.5625283,3.968489554
10,316.6812819,3.969207183
11,318.010016,3.969924812
12,314.1543236,3.970642441
13,310.0917337,3.97136007
14,307.7244016,3.9720777
15,306.7248537,3.972795329
16,307.7480372,3.973512958
17,307.1208364,3.974230587
18,307.1136429,3.974948217
19,307.2044175,3.975665846
20,306.6035926,3.976383475
21,310.1242755,3.977101104
22,311.4975405,3.977818733
23,308.9808586,3.978536363
0,306.8817396,3.979253992
1,307.7795514,3.979971621
2,307.8001041,3.98068925
3,307.8391543,3.981406879
4,317.8771084,3.982124509
5,321.7595193,3.982842138
6,314.8072154,3.983559767
7,310.233205,3.984277396
8,316.1592426,3.984995026
9,315.9335051,3.985712655
10,319.1818643,3.986430284
11,314.7750161,3.987147913
12,316.7765096,3.987865542
13,310.8895222,3.988583172
14,307.7607114,3.989300801
15,307.9679514,3.99001843
16,308.3714701,3.990736059
17,308.4242221,3.991453688
18,308.6660592,3.992171318
19,312.6570571,3.992888947
20,308.8047902,3.993606576
21,307.9271885,3.994324205
22,307.6127317,3.995041835
23,311.651686,3.995759464
0,310.2561555,3.996477093
1,308.8736418,3.997194722
2,308.7071647,3.997912351
3,307.9737747,3.998629981
4,310.4305112,3.99934761
5,308.4824548,4.000065239
6,308.3653042,4.000782868
7,309.2651713,4.001500497
8,312.5902607,4.002218127
9,310.000274,4.002935756
10,308.5136265,4.003653385
11,314.3553978,4.004371014
12,317.1844813,4.005088644
13,309.5176274,4.005806273
14,307.0242385,4.006523902
15,307.392475,4.007241531
16,307.1794116,4.00795916
17,307.739131,4.00867679
18,306.7060137,4.009394419
19,307.663771,4.010112048
20,307.1602291,4.010829677
21,307.3513695,4.011547306
22,307.0985709,4.012264936
23,308.0563282,4.012982565
0,306.5847526,4.013700194
1,307.6086212,4.014417823
2,307.1578313,4.015135453
3,309.2415357,4.015853082
4,310.8134771,4.016570711
5,311.2032939,4.01728834
6,310.7607251,4.018005969
7,307.8823151,4.018723599
8,306.8372087,4.019441228
9,309.604634,4.020158857
